City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,niafunke,15.9322,-3.9906,96.4,5,0,8.32,ML,1682674363
363,hirara,24.8,125.2833,78.66,83,40,14.97,JP,1682674364
364,dudinka,69.4058,86.1778,20.62,90,35,8.21,RU,1682674044
365,calatayud,41.3535,-1.6432,83.03,23,100,7.49,ES,1682674365
366,ketchikan,55.3422,-131.6461,42.78,93,100,0.0,US,1682674086
367,vadso,70.0744,29.7487,38.28,69,0,23.02,NO,1682674070
368,zaragoza,41.6561,-0.8773,73.85,55,0,9.22,ES,1682674367
369,jiuquan,39.7432,98.5174,59.79,8,0,4.47,CN,1682674367
370,badger,64.8,-147.5333,30.45,73,75,0.0,US,1682674098
371,voi,-3.3945,38.563,74.66,76,100,7.07,KE,1682674368
372,mount gambier,-37.8333,140.7667,51.04,74,98,5.23,AU,1682674059
373,lihue,21.9789,-159.3672,71.19,87,100,5.75,US,1682674118
374,sydney,-33.8679,151.2073,72.7,77,71,18.41,AU,1682674271
375,wilmington,34.2257,-77.9447,66.94,89,100,5.75,US,1682674076
376,jacksonville,30.3322,-81.6556,66.2,94,100,6.91,US,1682673894
377,hotan,37.0997,79.9269,70.47,10,92,10.0,CN,1682674371
378,mahina,-17.5065,-149.489,78.57,83,0,2.3,PF,1682674229
379,shangrao,28.4532,117.9686,67.57,96,100,3.04,CN,1682674373
380,selfoss,63.9331,-20.9971,34.05,66,100,7.99,IS,1682674284
381,cannonvale,-20.2833,148.7,74.59,80,61,12.71,AU,1682674374
382,winnemucca,40.973,-117.7357,55.45,35,0,6.91,US,1682674374
383,zhob,31.3411,69.4481,67.6,52,91,4.7,PK,1682674375
384,east london,-33.0153,27.9116,74.34,64,75,9.22,ZA,1682674007
385,san mateo del mar,16.2,-95.0,83.53,62,55,12.33,MX,1682674376
386,le port,-20.9373,55.2919,87.76,86,16,6.73,RE,1682674377
387,tabou,4.423,-7.3528,83.79,74,85,4.81,CI,1682674377
388,sangre grande,10.5835,-61.1177,77.18,79,20,6.15,TT,1682674378
389,kili,5.6439,169.1211,83.03,80,98,16.26,MH,1682674378
390,barrouallie,13.2333,-61.2667,77.43,83,56,8.9,VC,1682674379
391,achikulak,44.5517,44.8378,76.19,47,1,7.94,RU,1682674380
392,sao miguel do araguaia,-13.275,-50.1628,71.01,77,0,2.98,BR,1682674380
393,soio,-6.1349,12.3689,82.17,79,100,4.65,AO,1682674382
394,kidal,18.4411,1.4078,97.54,5,0,5.17,ML,1682674383
395,kilindoni,-7.9139,39.6668,79.3,82,100,16.55,TZ,1682674383
396,bandar abbas,27.1865,56.2808,89.58,23,20,13.8,IR,1682674384
397,fraserburgh,57.6874,-2.0184,52.43,90,100,7.85,GB,1682674384
398,mogocha,53.7333,119.7667,39.61,62,100,6.49,RU,1682674283
399,solnechnyy,50.7214,136.6319,32.97,89,86,4.52,RU,1682674386
400,sitka,57.0531,-135.33,42.69,81,100,4.61,US,1682674078
401,villa la angostura,-40.7617,-71.6463,50.94,95,100,5.61,AR,1682674387
402,fort bragg,35.139,-79.006,65.19,97,100,5.75,US,1682674030
403,tolanaro,-25.0319,46.9987,78.87,69,40,16.11,MG,1682674105
404,puerto colombia,10.9878,-74.9547,78.89,84,87,13.0,CO,1682674388
405,taulaga,-11.0553,-171.0883,83.89,75,90,18.5,AS,1682674389
406,le puy-en-velay,45.0437,3.8852,72.81,47,100,4.92,FR,1682674390
407,urcos,-13.6861,-71.6228,45.09,88,34,2.06,PE,1682674390
408,san pedro pochutla,15.7333,-96.4667,77.72,84,3,3.67,MX,1682674391
409,borovskoy,53.8,64.15,73.15,28,100,7.29,KZ,1682674392
410,callao,-12.0667,-77.15,74.71,83,100,10.36,PE,1682674392
411,novyy urgal,51.0736,132.5642,45.79,36,43,1.99,RU,1682674133
412,tonekabon,36.8163,50.8738,67.95,66,7,5.08,IR,1682674146
413,canutama,-6.5339,-64.3831,71.65,99,95,0.54,BR,1682674127
414,veternik,45.2533,19.7594,61.97,38,85,5.14,RS,1682674395
415,dobrinka,52.1653,40.4731,70.34,46,75,12.66,RU,1682674395
416,inhambane,-23.865,35.3833,80.78,62,1,8.9,MZ,1682674194
417,kapa'a,22.0752,-159.319,71.92,86,100,5.75,US,1682674045
418,hithadhoo,-0.6,73.0833,83.53,73,100,8.46,MV,1682674084
419,bathsheba,13.2167,-59.5167,79.41,89,20,6.91,BB,1682674397
420,letterkenny,54.95,-7.7333,55.29,88,100,1.36,IE,1682674137
421,delijan,33.9905,50.6838,74.1,21,6,4.79,IR,1682674398
422,thinadhoo,0.5333,72.9333,83.73,71,96,7.56,MV,1682674121
423,den burg,53.0542,4.7972,49.96,82,100,10.36,NL,1682674400
424,gereida,11.2811,25.1414,92.88,33,98,5.3,SD,1682674400
425,brownfield,33.1812,-102.2744,58.95,22,63,9.69,US,1682674393
426,colchani,-20.3,-66.9333,39.65,21,11,3.02,BO,1682674401
427,yen vinh,18.6667,105.6667,82.2,79,15,11.79,VN,1682674402
428,trincomalee,8.5711,81.2335,84.06,73,22,10.29,LK,1682674130
429,espumoso,-28.7247,-52.8497,53.31,89,17,3.8,BR,1682674403
430,punta del este,-34.9667,-54.95,57.87,97,100,3.44,UY,1682674404
431,nar'yan-mar,67.6713,53.087,26.74,79,100,9.84,RU,1682674058
432,portage la prairie,49.9728,-98.2926,37.11,88,99,5.99,CA,1682674400
433,princeville,45.7668,-61.2985,34.43,94,100,14.97,CA,1682674067
434,bubaque,11.2833,-15.8333,79.68,54,48,2.93,GW,1682674037
435,tamandare,-8.7597,-35.1047,79.45,81,60,2.71,BR,1682674406
436,faya-largeau,17.9257,19.1043,100.96,7,32,16.87,TD,1682674241
437,ribe,55.3305,8.7697,51.94,58,100,12.21,DK,1682674408
438,rabigh,22.7986,39.0349,87.66,38,0,11.56,SA,1682674128
439,karacoban,39.3492,42.1124,59.9,45,99,20.69,TR,1682674409
440,serhiyivka,46.0272,30.3768,54.52,56,100,24.09,UA,1682674410
441,tshabong,-26.05,22.45,89.2,25,23,13.42,BW,1682674410
442,port blair,11.6667,92.75,86.32,66,63,4.18,IN,1682674411
443,harar,9.3094,42.1258,72.45,55,97,3.49,ET,1682674412
444,bakal,54.9417,58.8083,63.55,44,60,8.19,RU,1682674412
445,vilyuchinsk,52.9306,158.4028,35.87,81,100,13.58,RU,1682673998
446,dubbo,-32.25,148.6167,66.33,55,96,6.91,AU,1682674288
447,remire-montjoly,4.9167,-52.2667,71.64,100,100,0.0,GF,1682674375
448,sakakah,29.9697,40.2064,89.17,15,0,4.14,SA,1682674415
449,severo-yeniseyskiy,60.3725,93.0408,35.28,98,100,6.49,RU,1682674213
450,flin flon,54.7682,-101.865,32.54,90,100,4.38,CA,1682674416
451,halfway,39.6207,-77.7589,54.91,86,100,9.22,US,1682674417
452,timbuktu,16.7735,-3.0074,94.87,7,0,4.59,ML,1682674417
453,conduaga,8.862,117.4893,83.73,75,88,1.25,PH,1682674367
454,goldsboro,35.3849,-77.9928,64.51,100,100,4.61,US,1682674386
455,ostersund,63.1792,14.6357,37.62,75,75,18.41,SE,1682674050
456,eral,8.6333,78.0167,90.97,52,39,10.85,IN,1682674420
457,perleberg,53.0667,11.8667,56.86,51,100,12.55,DE,1682674420
458,pitimbu,-7.4706,-34.8086,77.59,82,36,8.63,BR,1682674421
459,shenjiamen,29.9576,122.298,64.44,92,100,13.42,CN,1682674422
460,abalak,58.1286,68.5944,47.88,28,30,14.25,RU,1682674423
461,saudarkrokur,65.7461,-19.6394,30.67,55,8,6.85,IS,1682674423
462,upington,-28.4478,21.2561,73.78,27,0,1.14,ZA,1682674424
463,chonchi,-42.6128,-73.8092,55.11,94,100,11.27,CL,1682674031
464,impfondo,1.6381,18.0667,94.15,43,56,2.98,CG,1682674425
465,gebeit,21.0667,36.3167,92.57,8,1,4.68,SD,1682674425
466,pratapgarh,24.0333,74.7833,94.23,18,24,12.17,IN,1682674426
467,kievka,50.2619,71.5514,78.3,16,0,8.79,KZ,1682674427
468,manokwari,-0.8667,134.0833,81.75,77,98,1.16,ID,1682674200
469,jerantut,3.936,102.3626,82.99,80,100,1.79,MY,1682674428
470,daru,-9.0763,143.2092,79.63,85,100,11.3,PG,1682674428
471,annau,37.8876,58.516,87.3,25,75,4.61,TM,1682674429
472,st. paul,44.9444,-93.0933,50.34,88,100,6.91,US,1682674258
473,valparaiso,-33.0393,-71.6273,60.01,66,100,3.44,CL,1682674175
474,kaa-khem,51.6833,94.7333,48.69,53,100,0.83,RU,1682674431
475,cholpon-ata,42.6494,77.0823,62.65,41,1,3.6,KG,1682674431
476,kolonia,50.9333,6.95,60.75,83,75,6.91,DE,1682674372
477,al qadarif,14.0349,35.3834,92.03,31,100,6.4,SD,1682674433
478,sona,45.4388,10.8255,64.56,39,0,5.75,IT,1682674433
479,ust-tsilma,65.441,52.1498,29.8,84,100,5.26,RU,1682674434
480,bishkul,54.7803,69.1033,75.54,22,75,17.9,KZ,1682674435
481,christchurch,-43.5333,172.6333,55.6,88,100,16.11,NZ,1682674435
482,al qutayfah,33.7385,36.6007,67.82,34,35,25.75,SY,1682674436
483,chadan,51.2833,91.5833,60.91,34,100,9.73,RU,1682674436
484,antsiranana,-12.2787,49.2917,88.56,51,20,20.71,MG,1682674437
485,gleize,45.9908,4.7007,75.25,58,100,4.34,FR,1682674437
486,zhangye,38.9342,100.4517,56.8,7,1,3.58,CN,1682674438
487,kegeyli shahar,42.7767,59.6078,86.09,7,98,5.93,UZ,1682674439
488,balqash,46.8481,74.995,79.39,15,0,11.18,KZ,1682674440
489,asau,46.4333,26.4,49.28,42,86,8.9,RO,1682674440
490,kailua-kona,19.6406,-155.9956,75.16,95,40,11.5,US,1682674419
491,onokhoy,51.932,108.0747,49.75,32,83,7.56,RU,1682674441
492,anxiang,29.4,112.15,62.71,66,100,25.32,CN,1682674442
493,safi,32.1667,-8.8333,78.85,32,36,8.75,MA,1682674442
494,sao vicente,-23.9631,-46.3919,71.98,26,97,4.12,BR,1682673927
495,brak,27.5496,14.2714,86.83,18,0,9.91,LY,1682674443
496,malvan,16.0667,73.4667,86.81,58,25,15.46,IN,1682674444
497,jutai,-5.1833,-68.9,72.18,99,99,1.23,BR,1682674445
498,broken hill,-31.95,141.4333,64.69,44,25,11.79,AU,1682674070
499,severnoye,56.3491,78.3619,72.05,34,76,18.05,RU,1682674446
500,santiago de cao,-7.9589,-79.2392,73.53,83,40,4.61,PE,1682674446
501,es castell,39.8795,4.2854,70.48,60,0,13.8,ES,1682674447
502,queenstown,-31.8976,26.8753,79.97,12,2,18.48,ZA,1682674299
503,prince rupert,54.3161,-130.3201,44.69,88,100,5.75,CA,1682674298
504,sao joao do piaui,-8.3581,-42.2467,74.82,82,94,1.23,BR,1682674449
505,yei,4.095,30.6779,71.55,91,99,2.91,SS,1682674450
506,kharp,66.8014,65.8081,26.82,72,92,9.19,RU,1682674450
507,tromso,69.6496,18.957,42.82,70,75,5.75,NO,1682674451
508,tanhacu,-14.0214,-41.2481,71.56,77,6,2.28,BR,1682674452
509,siwa oasis,29.2041,25.5195,71.13,34,0,11.41,EG,1682674047
510,cuevas del almanzora,37.2965,-1.8847,94.35,30,98,5.23,ES,1682674453
511,qusmuryn,52.4503,64.6311,71.24,32,100,6.51,KZ,1682674453
512,mahalapye,-23.1041,26.8142,87.84,25,5,7.58,BW,1682674454
513,la serena,-29.9078,-71.2542,56.71,88,100,3.44,CL,1682674442
514,nuuk,64.1835,-51.7216,29.88,100,40,2.3,GL,1682674365
515,mugia,43.1041,-9.2179,63.91,92,100,11.61,ES,1682674028
516,drawsko pomorskie,53.5306,15.8097,51.08,47,35,1.99,PL,1682674456
517,krasnokamensk,50.0979,118.0369,44.4,46,92,10.76,RU,1682674457
518,sultanpur,26.2667,82.0667,98.82,17,94,5.86,IN,1682674457
519,okhotsk,59.3833,143.3,30.69,97,69,1.34,RU,1682674398
520,olyokminsk,60.3736,120.4264,41.5,77,30,2.26,RU,1682674459
521,sarina,-21.4333,149.2167,73.62,85,39,5.84,AU,1682674459
522,saint-philippe,-21.3585,55.7679,83.79,69,6,9.98,RE,1682674186
523,quesnel,52.9999,-122.5029,48.7,53,75,3.44,CA,1682674217
524,sinop,41.7711,34.8709,48.63,85,95,6.31,TR,1682674411
525,santa terezinha,-29.9002,-50.0904,62.11,81,94,4.92,BR,1682674462
526,molteno,-31.3968,26.3625,71.92,18,1,23.91,ZA,1682674462
527,mandalgovi,45.7625,106.2708,48.29,19,83,18.25,MN,1682674397
528,vorkuta,67.5,64.0,21.79,85,100,15.88,RU,1682674370
529,villa gesell,-37.2639,-56.973,58.05,90,4,10.56,AR,1682674396
530,smithers,54.7804,-127.1743,37.72,75,20,2.3,CA,1682674219
531,belmonte,-15.8631,-38.8828,75.25,86,53,5.73,BR,1682674465
532,mount isa,-20.7333,139.5,76.77,44,79,6.91,AU,1682674026
533,ban phru nai,7.9333,98.5833,93.4,72,100,13.33,TH,1682674466
534,celestun,20.8667,-90.4,78.19,67,9,13.15,MX,1682674467
535,colonia menno,-22.3667,-59.8167,59.81,94,0,6.22,PY,1682674467
536,swedru,5.5371,-0.6998,78.82,73,100,5.12,GH,1682674468
537,la linea de la concepcion,36.1681,-5.3478,75.18,69,0,9.22,ES,1682674468
538,arauquita,7.0292,-71.4281,71.24,97,53,2.71,CO,1682674469
539,rongelap,11.1635,166.8941,80.74,83,41,19.53,MH,1682674218
540,agua prieta,31.3,-109.5667,61.38,22,0,11.5,MX,1682674471
541,ahtari,62.554,24.0619,40.55,47,15,2.84,FI,1682674471
542,gilau,46.7324,23.3617,52.65,46,8,6.42,RO,1682674472
543,cooper's town,26.8667,-77.5167,77.16,76,97,18.57,BS,1682674472
544,ponta delgada,37.7333,-25.6667,63.32,88,20,14.97,PT,1682674107
545,north bondi,-33.8824,151.2769,73.29,77,62,18.41,AU,1682674474
546,la jolla,32.8473,-117.2742,58.71,93,100,5.75,US,1682674313
547,nishifukuma,33.7667,130.4667,70.29,67,28,1.16,JP,1682674475
548,nyurba,63.2842,118.3319,34.47,99,100,3.76,RU,1682674153
549,tongren,27.7172,109.1853,65.71,95,100,8.59,CN,1682674477
550,nemuro,43.3236,145.575,39.99,71,65,10.16,JP,1682674072
551,nouadhibou,20.931,-17.0347,67.98,83,40,18.41,MR,1682674478
552,dalnerechensk,45.9339,133.7225,50.65,71,100,6.26,RU,1682674478
553,piti village,13.4626,144.6933,82.31,89,40,13.8,GU,1682674479
554,cole harbour,44.6724,-63.4751,38.95,93,62,9.22,CA,1682674480
555,tefe,-3.3542,-64.7114,72.0,99,71,1.48,BR,1682674250
556,lata,40.1629,-8.3327,65.07,52,100,3.76,PT,1682674111
557,chayan,43.0297,69.3772,84.69,19,0,6.29,KZ,1682674481
558,calvinia,-31.4707,19.776,57.02,77,20,1.14,ZA,1682674482
559,tabas,33.5959,56.9244,88.66,16,92,4.92,IR,1682674483
560,zheshart,62.0731,49.5733,44.67,36,23,7.05,RU,1682674483
561,amga,60.8953,131.9608,35.71,99,100,1.83,RU,1682674179
562,eregli,37.5133,34.0467,44.44,87,100,4.43,TR,1682674485
563,porteirinha,-15.7433,-43.0283,72.23,52,0,3.18,BR,1682674485
564,six-fours-les-plages,43.0938,5.84,75.25,72,95,5.01,FR,1682674486
565,the pas,53.8251,-101.2541,32.02,74,0,4.61,CA,1682674486
566,boisar,19.8,72.75,86.74,52,4,14.18,IN,1682674487
567,lhokseumawe,5.1801,97.1507,84.31,70,100,6.51,ID,1682674488
568,lewistown,40.5992,-77.5714,55.87,90,100,6.91,US,1682674488
569,papao,-17.75,-149.55,78.48,74,83,8.34,PF,1682674098
570,kangding,30.0513,101.9603,44.02,98,100,6.82,CN,1682674368
571,prince george,53.9166,-122.753,42.26,72,75,3.44,CA,1682674071
572,broome,42.2506,-75.833,46.78,85,0,9.22,US,1682674491
573,el sauzal de rodriguez,31.9,-116.6833,57.42,83,8,5.28,MX,1682674436
574,ambon,-3.6954,128.1814,82.96,80,40,2.3,ID,1682674405
575,rasht,37.2808,49.5832,73.22,68,75,4.61,IR,1682674492
576,banamba,13.55,-7.45,98.47,5,12,8.81,ML,1682674493
